Year,Category,Latitude,Longitude,Highest Wind Speed
1933,Category 3,25.8N,65.7W,120
1933,Category 3,26.4N,66.7W,120
1933,Category 3,27.0N,67.8W,120
1933,Category 3,27.5N,69.0W,115
1933,Category 3,28.0N,70.2W,115
1933,Category 3,28.4N,71.4W,115
1933,Category 3,28.8N,72.6W,110
1933,Category 3,29.4N,73.4W,110
1933,Category 3,30.2N,74.0W,110
1933,Category 2,31.1N,74.5W,105
1933,Category 2,32.0N,74.9W,105
1933,Category 2,32.8N,75.1W,105
1933,Category 2,33.6N,75.2W,105
1933,HU,34.4N,75.3W,95
1933,Category 1,35.2N,75.4W,90
1933,Category 1,36.1N,75.0W,85
1933,Category 1,37.0N,74.5W,80
1933,Category 1,37.9N,73.1W,80
1933,Category 1,38.9N,71.5W,75
1933,Category 1,39.9N,69.6W,75
1933,HU,41.5N,67.2W,70
1933,HU,43.2N,64.7W,70
1933,EX,44.8N,62.7W,65
1933,EX,46.6N,61.0W,60
1933,EX,48.1N,59.9W,60
1933,EX,49.3N,58.9W,60
1933,EX,50.5N,58.0W,60
1933,EX,51.5N,57.0W,55
1933,EX,52.3N,56.0W,55
1933,EX,53.1N,54.9W,50
1933,EX,53.8N,53.8W,50
1933,EX,54.8N,52.0W,50
1933,EX,55.8N,49.6W,50
1933,EX,56.9N,46.8W,50
1933,EX,58.0N,44.0W,50
1933,EX,58.9N,41.2W,50
1933,EX,59.8N,38.4W,50
1933,EX,60.7N,35.6W,50
1933,EX,61.5N,33.0W,50
1933,EX,62.1N,31.2W,45
1933,TD,16.5N,87.7W,30
1933,TD,16.6N,87.6W,30
1933,TS,16.7N,87.5W,35
1933,TS,16.8N,87.4W,35
1933,TS,17.0N,87.4W,35
1933,TS,17.2N,87.3W,40
1933,TS,17.4N,87.2W,45
1933,TS,17.6N,87.1W,55
1933,TS,17.8N,87.0W,60
1933,TS,18.0N,87.3W,60
1933,HU,18.3N,87.7W,65
1933,TS,18.5N,88.1W,55
1933,TS,18.8N,88.6W,50
1933,TS,19.2N,89.3W,45
1933,TS,19.8N,90.2W,40
1933,TS,20.4N,91.2W,55
1933,TS,21.0N,92.3W,60
1933,HU,21.6N,93.5W,65
1933,Category 1,22.1N,94.8W,75
1933,Category 1,22.3N,96.1W,85
1933,HU,22.3N,97.5W,95
1933,TS,22.1N,99.0W,55
1933,TD,21.8N,100.5W,30
1933,TD,11.3N,57.9W,30
1933,TD,11.5N,59.2W,30
1933,TD,11.7N,60.5W,30
1933,TD,11.9N,61.8W,30
1933,TD,12.2N,63.1W,30
1933,TD,12.6N,64.5W,30
1933,TD,13.0N,66.0W,30
1933,TS,13.4N,67.6W,35
1933,TS,13.7N,69.3W,40
1933,TS,14.0N,70.8W,45
1933,TS,14.3N,72.1W,50
1933,TS,14.5N,73.3W,60
1933,HU,14.8N,74.5W,70
1933,Category 1,15.0N,75.7W,80
1933,Category 1,15.4N,76.9W,90
1933,Category 2,15.9N,78.1W,100
1933,Category 3,16.5N,79.3W,110
1933,Category 3,17.1N,80.5W,120
1933,Category 4,17.8N,81.7W,130
1933,Category 4,18.4N,82.8W,140
1933,Category 4,19.0N,83.7W,140
1933,Category 4,19.5N,84.6W,135
1933,Category 4,19.9N,85.5W,130
1933,Category 3,20.1N,86.4W,125
1933,Category 3,20.3N,87.3W,120
1933,Category 1,20.5N,88.2W,80
1933,HU,20.5N,89.1W,65
1933,TS,20.5N,90.0W,50
1933,TS,20.6N,90.9W,55
1933,TS,20.7N,91.8W,60
1933,HU,20.9N,92.7W,70
1933,Category 1,21.1N,93.6W,80
1933,Category 1,21.3N,94.6W,90
1933,HU,21.5N,95.6W,95
1933,HU,21.7N,96.7W,95
1933,HU,22.0N,97.8W,95
1933,TS,22.6N,98.9W,60
1933,TS,23.0N,100.0W,35
1933,TS,29.4N,35.0W,45
1933,TS,30.9N,35.5W,50
1933,TS,32.4N,36.0W,55
1933,TS,33.8N,36.5W,55
1933,TS,35.1N,37.0W,60
1933,TS,36.3N,37.2W,60
1933,HU,37.4N,37.0W,65
1933,HU,38.5N,36.5W,65
1933,HU,40.0N,35.8W,65
1933,TS,41.8N,35.1W,60
1933,TS,43.7N,34.3W,60
1933,EX,45.7N,33.5W,55
1933,EX,47.5N,32.4W,55
1933,EX,49.1N,30.9W,55
1933,EX,50.7N,29.1W,55
1933,EX,52.3N,27.0W,55
1933,EX,53.5N,24.6W,45
1933,TD,20.5N,70.4W,30
1933,TD,20.7N,70.6W,30
1933,TD,21.0N,70.8W,30
1933,TS,21.4N,71.0W,35
1933,TS,21.9N,71.3W,35
1933,TS,22.4N,71.7W,35
1933,TS,23.0N,72.0W,40
1933,TS,23.4N,71.7W,40
1933,TS,23.6N,71.3W,40
1933,TS,23.8N,70.8W,35
1933,TS,24.0N,70.4W,35
1933,TD,24.2N,69.4W,30
1933,TD,24.8N,67.7W,30
1933,TD,25.6N,65.7W,30
1933,TD,26.5N,63.8W,30
1933,TD,27.4N,62.0W,30
1933,TS,15.3N,81.4W,35
1933,TS,15.5N,81.5W,35
1933,TS,15.7N,81.5W,35
1933,TS,15.9N,81.5W,40
1933,TS,16.2N,81.5W,45
1933,TS,16.6N,81.5W,50
1933,TS,17.3N,81.6W,55
1933,HU,18.1N,81.7W,65
1933,HU,18.9N,81.7W,70
1933,Category 1,19.7N,81.7W,75
1933,Category 1,20.5N,81.8W,80
1933,Category 1,21.3N,81.9W,85
1933,Category 1,22.0N,82.0W,90
1933,Category 1,22.7N,82.1W,90
1933,Category 1,23.3N,82.3W,85
1933,Category 1,23.7N,82.0W,90
1933,HU,24.2N,81.0W,95
1933,Category 2,24.8N,79.7W,100
1933,Category 2,25.9N,78.1W,105
1933,Category 3,27.2N,76.3W,110
1933,Category 3,28.5N,74.6W,110
1933,Category 3,29.8N,73.1W,110
1933,Category 2,31.5N,71.2W,105
1933,HU,33.6N,69.4W,95
1933,Category 1,35.5N,68.0W,85
1933,Category 1,37.4N,67.0W,80
1933,Category 1,39.3N,66.1W,80
1933,EX,41.2N,65.2W,80
1933,EX,42.9N,64.3W,75
1933,EX,44.0N,63.3W,70
1933,EX,44.5N,62.1W,65
1933,EX,44.5N,60.0W,55
1933,EX,44.0N,55.5W,45
1933,TD,13.5N,80.1W,25
1933,TD,13.6N,79.7W,25
1933,TD,13.6N,79.1W,25
1933,TD,13.6N,78.5W,25
1933,TD,13.7N,77.9W,30
1933,TD,13.8N,77.5W,30
1933,TD,13.9N,77.4W,30
1933,TD,14.0N,77.3W,30
1933,TD,14.1N,77.2W,30
1933,TS,14.2N,77.2W,35
1933,TS,14.6N,77.2W,35
1933,TS,15.1N,77.3W,40
1933,TS,15.6N,77.4W,45
1933,TS,16.0N,77.5W,50
1933,TS,16.4N,77.6W,60
1933,HU,16.8N,77.7W,70
1933,Category 1,17.3N,77.7W,75
1933,Category 1,17.8N,77.7W,80
1933,Category 1,18.1N,78.1W,80
1933,HU,18.5N,78.0W,70
1933,HU,18.7N,77.7W,65
1933,TS,18.8N,77.5W,60
1933,TS,19.0N,77.1W,60
1933,TS,19.3N,76.8W,55
1933,TS,19.6N,76.6W,55
1933,TS,19.9N,76.4W,55
1933,TS,20.3N,76.3W,50
1933,TS,20.7N,76.3W,45
1933,TS,21.1N,76.4W,40
1933,TS,21.5N,76.5W,45
1933,TS,21.8N,76.5W,45
1933,TS,22.0N,76.5W,45
1933,TS,22.2N,76.5W,45
1933,TS,22.4N,76.5W,40
1933,TS,22.8N,76.7W,40
1933,TS,23.2N,76.9W,40
1933,TS,23.6N,77.0W,40
1933,TS,24.1N,77.0W,40
1933,TS,24.6N,76.9W,40
1933,TS,25.0N,76.6W,45
1933,TS,25.4N,76.2W,45
1933,TS,25.8N,75.8W,45
1933,TS,26.0N,75.1W,45
1933,TS,26.2N,74.3W,40
1933,TS,26.3N,73.5W,40
1933,TS,26.4N,72.6W,40
1933,TS,26.6N,71.6W,40
1933,TS,26.9N,70.5W,40
1933,TS,27.1N,69.3W,40
1933,TS,27.3N,68.0W,40
1933,TS,27.7N,66.6W,40
1933,TS,28.4N,65.1W,40
1933,TS,29.3N,63.4W,40
1933,TS,30.4N,61.5W,40
1933,TS,32.1N,59.0W,40
1933,EX,27.8N,75.2W,35
1933,TS,28.4N,74.8W,40
1933,TS,29.0N,74.5W,45
1933,TS,29.6N,74.3W,45
1933,TS,30.2N,74.1W,50
1933,TS,30.8N,73.9W,55
1933,TS,31.5N,73.6W,55
1933,TS,32.7N,72.9W,60
1933,TS,34.1N,71.8W,60
1933,TS,35.6N,70.5W,60
1933,TS,37.1N,68.8W,60
1933,EX,39.2N,66.6W,65
1933,EX,41.2N,64.4W,70
1933,EX,42.6N,63.1W,70
1933,EX,44.0N,62.3W,70
1933,EX,45.4N,61.6W,55
1933,EX,46.8N,60.9W,50
1933,EX,48.1N,60.1W,45
1933,EX,49.3N,59.2W,40
1933,EX,50.6N,58.5W,40
1933,TD,11.2N,79.9W,30
1933,TS,11.5N,80.6W,35
1933,TS,11.8N,81.3W,40
1933,TS,12.0N,82.0W,45
1933,TS,12.1N,82.7W,50
1933,TS,12.1N,83.5W,50
1933,TS,12.2N,84.3W,40
1933,TD,12.3N,85.2W,30
1934,TD,17.0N,87.0W,30
1934,TS,17.0N,87.1W,35
1934,TS,17.0N,87.2W,40
1934,TS,16.9N,87.4W,45
1934,TS,16.8N,87.8W,45
1934,TS,16.7N,88.5W,40
1934,TS,16.5N,89.5W,40
1934,TS,16.3N,90.5W,35
1934,TS,16.0N,91.0W,35
1934,TD,15.5N,91.4W,30
1934,TD,15.0N,91.7W,30
1934,TS,14.5N,91.7W,35
1934,TS,14.0N,91.5W,45
1934,TS,14.2N,90.7W,45
1934,TS,15.2N,89.6W,40
1934,TS,16.5N,88.3W,45
1934,TS,17.7N,87.5W,50
1934,TS,18.6N,87.2W,60
1934,HU,19.4N,87.3W,70
1934,HU,20.0N,87.7W,65
1934,TS,20.4N,88.4W,55
1934,TS,20.8N,89.1W,40
1934,TS,21.2N,89.8W,35
1934,TS,21.6N,90.8W,40
1934,TS,21.8N,91.7W,45
1934,TS,22.0N,92.5W,50
1934,TS,22.0N,93.3W,50
1934,TS,21.9N,93.9W,50
1934,TS,21.7N,94.2W,55
1934,TS,21.6N,94.2W,60
1934,TS,21.5N,94.0W,60
1934,HU,21.5N,93.7W,65
1934,HU,21.5N,93.4W,70
1934,HU,21.5N,93.1W,70
1934,Category 1,21.5N,92.9W,75
1934,Category 1,21.5N,92.7W,75
1934,Category 1,21.7N,92.5W,80
1934,Category 1,22.0N,92.3W,80
1934,Category 1,22.3N,92.2W,80
1934,Category 1,22.6N,92.1W,80
1934,Category 1,23.1N,92.0W,80
1934,Category 1,23.7N,91.8W,85
1934,Category 1,24.3N,91.6W,85
1934,Category 1,24.7N,91.4W,85
1934,Category 1,25.2N,91.3W,85
1934,Category 1,25.7N,91.2W,85
1934,Category 1,26.3N,91.2W,85
1934,Category 1,27.1N,91.3W,85
1934,Category 1,28.3N,91.5W,85
1934,Category 1,29.6N,91.7W,85
1934,Category 1,29.7N,91.7W,85
1934,TS,30.9N,91.3W,60
1934,TS,32.1N,90.9W,45
1934,TS,33.3N,90.3W,35
1934,TS,34.2N,89.4W,35
1934,TS,35.1N,88.1W,35
1934,TD,36.0N,86.2W,30
1934,EX,36.8N,84.2W,30
1934,EX,37.6N,82.2W,35
1934,EX,38.4N,80.2W,40
1934,EX,39.1N,77.5W,40
1934,EX,39.8N,75.4W,40
1934,EX,40.4N,73.9W,40
1934,EX,40.9N,72.4W,40
1934,EX,41.5N,70.7W,40
1934,EX,42.5N,68.5W,45
1934,EX,44.0N,66.5W,45
1934,EX,45.7N,64.6W,40
1934,EX,47.7N,62.8W,40
1934,EX,50.2N,61.0W,35
1934,EX,53.0N,59.4W,35
1934,TD,30.7N,79.4W,25
1934,TD,30.8N,79.1W,25
1934,TD,31.0N,78.8W,25
1934,TD,31.3N,78.1W,30
1934,TD,31.6N,77.1W,30
1934,TS,31.9N,75.7W,35
1934,TS,32.2N,74.3W,40
1934,TS,32.4N,72.9W,45
1934,TS,32.6N,71.4W,50
1934,TS,32.9N,69.9W,60
1934,HU,33.5N,68.3W,65
1934,HU,34.5N,66.7W,70
1934,Category 1,35.9N,65.0W,75
1934,Category 1,37.4N,63.3W,80
1934,Category 1,39.0N,61.5W,80
1934,Category 1,40.8N,59.5W,80
1934,Category 1,42.8N,57.2W,75
1934,EX,44.9N,54.6W,65
1934,EX,47.0N,52.0W,55
1934,EX,48.7N,49.7W,50
1934,EX,50.0N,47.5W,45
1934,TD,32.1N,79.4W,25
1934,TD,31.7N,79.8W,25
1934,TD,31.0N,80.4W,30
1934,TD,30.0N,81.2W,30
1934,TD,29.0N,82.7W,30
1934,TS,28.0N,84.3W,35
1934,TS,27.6N,85.9W,35
1934,TS,27.3N,87.5W,40
1934,TS,27.2N,89.0W,50
1934,TS,27.2N,90.5W,55
1934,TS,27.3N,91.9W,60
1934,HU,27.6N,93.2W,65
1934,HU,27.9N,94.4W,70
1934,Category 1,28.0N,95.7W,75
1934,Category 1,28.1N,96.8W,75
1934,Category 1,28.1N,97.0W,75
1934,TS,28.2N,98.4W,55
1934,TS,28.3N,99.8W,45
1934,TS,28.5N,101.1W,40
1934,TD,28.6N,102.4W,30
1934,TS,13.5N,57.7W,35
1934,TS,13.6N,59.2W,35
1934,TS,13.7N,60.6W,35
1934,TS,13.8N,61.9W,35
1934,TS,14.2N,63.0W,35
1934,TS,14.9N,64.1W,35
1934,TS,15.6N,65.2W,35
1934,TS,16.1N,66.3W,35
1934,TS,16.4N,67.5W,35
1934,TD,16.6N,68.7W,30
1934,TD,16.9N,69.9W,30
1934,TS,27.4N,89.4W,35
1934,TS,27.7N,90.4W,40
1934,TS,28.0N,91.4W,45
1934,TS,28.3N,92.3W,50
1934,TS,28.7N,93.0W,60
1934,HU,29.2N,93.7W,70
1934,HU,29.2N,94.4W,70
1934,HU,29.0N,94.9W,70
1934,HU,28.7N,95.3W,70
1934,HU,28.4N,95.4W,70
1934,HU,28.1N,95.5W,70
1934,HU,27.8N,95.6W,70
1934,HU,27.5N,95.6W,65
1934,TS,27.2N,95.6W,60
1934,TS,26.9N,95.5W,55
1934,TS,26.5N,95.5W,55
1934,TS,26.0N,95.5W,50
1934,TS,25.5N,95.5W,50
1934,TS,25.0N,95.5W,45
1934,TS,24.5N,95.6W,45
1934,TS,24.0N,95.8W,45
1934,TS,23.5N,96.2W,45
1934,TS,23.0N,96.7W,40
1934,TS,22.5N,97.3W,40
1934,TS,22.1N,98.0W,35
1934,TD,21.7N,98.6W,30
1934,TD,21.4N,99.2W,20
1934,EX,28.8N,72.0W,35
1934,TS,29.4N,71.5W,35
1934,TS,30.0N,71.5W,35
1934,TS,30.3N,72.0W,40
1934,TS,30.7N,72.5W,40
1934,TS,31.1N,73.0W,45
1934,TS,31.6N,73.6W,45
1934,TS,32.3N,74.2W,45
1934,TS,33.2N,74.8W,40
1934,TS,34.3N,75.6W,40
1934,TS,35.0N,76.2W,40
1934,TS,35.4N,76.5W,35
1934,TD,36.7N,77.0W,30
1934,TD,38.1N,77.1W,30
1934,TD,39.7N,77.0W,25
1934,TS,23.9N,74.2W,40
1934,TS,24.2N,74.2W,45
1934,TS,24.7N,74.5W,50
1934,TS,25.3N,75.1W,55
1934,TS,25.7N,75.6W,60
1934,HU,26.1N,76.1W,65
1934,HU,26.7N,76.6W,70
1934,Category 1,27.4N,77.0W,75
1934,Category 1,28.2N,77.1W,80
1934,Category 1,29.1N,77.2W,85
1934,Category 1,30.1N,77.2W,90
1934,Category 1,31.7N,76.8W,85
1934,Category 1,33.9N,75.9W,80
1934,Category 1,36.2N,74.8W,75
1934,HU,38.4N,73.9W,70
1934,HU,40.5N,73.1W,65
1934,HU,40.7N,73.0W,65
1934,TS,41.2N,73.0W,50
1934,EX,41.8N,72.4W,45
1934,EX,43.0N,71.7W,40
1934,EX,44.3N,70.3W,35
1934,EX,45.5N,68.1W,30
1934,EX,46.7N,65.2W,25
1934,EX,48.0N,62.0W,25
1934,TS,13.2N,57.2W,35
1934,TS,13.7N,57.9W,35
1934,TS,14.2N,58.6W,35
1934,TS,14.7N,59.3W,40
1934,TS,15.3N,60.0W,40
1934,TS,16.1N,60.7W,45
1934,TS,16.9N,61.4W,45
1934,TS,17.7N,62.1W,45
1934,TS,18.5N,62.8W,45
1934,TS,19.0N,63.6W,40
1934,TS,19.3N,64.5W,40
1934,TS,19.6N,65.4W,40
1934,TS,20.0N,66.2W,40
1934,TS,20.8N,67.0W,40
1934,TS,21.9N,67.9W,40
1934,TS,23.0N,68.8W,40
1934,TS,24.0N,69.8W,35
1934,TS,24.4N,70.9W,35
1934,TD,24.5N,72.2W,30
1934,TD,24.5N,73.7W,30
1934,TD,24.5N,75.2W,25
1934,TD,25.2N,76.1W,25
1934,TD,26.6N,76.6W,25
1934,TD,28.5N,77.1W,25
1934,TD,30.3N,77.3W,25
1934,TD,31.4N,77.1W,25
1934,TD,32.0N,76.8W,25
1934,TD,32.5N,76.4W,25
1934,TD,33.0N,76.0W,25
1934,TD,14.4N,22.5W,25
1934,TD,14.9N,23.3W,30
1934,TD,15.4N,24.1W,30
1934,TS,15.9N,25.0W,35
1934,TS,16.4N,26.2W,35
1934,TS,16.8N,27.7W,35
1934,TS,17.1N,29.4W,35
1934,TS,17.4N,31.0W,35
1934,TS,18.0N,32.5W,35
1934,TS,18.8N,34.0W,35
1934,TS,19.6N,35.4W,35
1934,TS,20.4N,36.7W,35
1934,TS,21.2N,37.9W,40
1934,TS,22.0N,39.0W,40
1934,TS,22.8N,40.0W,40
1934,TS,23.6N,40.9W,40
1934,TS,24.4N,41.7W,40
1934,TS,25.2N,42.3W,40
1934,TS,26.2N,42.6W,40
1934,TS,27.6N,42.4W,40
1934,TS,29.3N,42.0W,45
1934,TS,31.2N,41.5W,45
1934,TS,33.0N,41.0W,45
1934,TS,34.8N,40.6W,45
1934,TS,36.5N,40.3W,50
1934,TS,38.2N,40.0W,50
1934,TS,39.8N,39.7W,50
1934,TS,41.1N,39.3W,50
1934,EX,42.0N,38.8W,50
1934,EX,42.9N,37.9W,45
1934,TS,26.1N,38.3W,60
1934,HU,27.3N,39.9W,65
1934,HU,28.3N,41.3W,70
1934,Category 1,29.0N,42.5W,75
1934,Category 1,29.5N,43.5W,80
1934,Category 1,29.9N,44.6W,85
1934,Category 1,30.2N,45.7W,85
1934,Category 1,30.5N,46.9W,75
1934,HU,31.0N,48.1W,65
1934,TS,31.5N,49.2W,55
1934,TS,31.9N,50.2W,45
1934,TS,32.3N,51.2W,35
1934,TD,20.6N,84.0W,25
1934,TD,21.0N,84.6W,25
1934,TD,21.4N,85.1W,25
1934,TD,21.8N,85.7W,25
1934,TD,22.2N,86.3W,30
1934,TD,22.6N,86.8W,30
1934,TS,23.0N,87.3W,35
1934,TS,23.4N,87.8W,35
1934,TS,23.8N,88.2W,35
1934,TS,24.2N,88.6W,40
1934,TS,24.6N,88.9W,40
1934,TS,25.0N,89.1W,45
1934,TS,25.5N,89.2W,45
1934,TS,26.1N,89.1W,45
1934,TS,26.8N,88.7W,45
1934,TS,27.7N,88.3W,50
1934,TS,28.6N,87.9W,50
1934,TS,29.5N,87.7W,50
1934,TS,30.2N,87.5W,45
1934,TS,30.3N,87.4W,45
1934,TS,30.7N,87.2W,35
1934,EX,31.1N,86.7W,30
1934,EX,31.5N,86.0W,30
1934,TD,15.3N,76.9W,30
1934,TS,15.9N,76.4W,35
1934,TS,16.7N,76.0W,40
1934,TS,17.5N,75.9W,40
1934,TS,18.3N,76.7W,40
1934,TS,19.0N,77.5W,40
1934,TS,19.9N,78.3W,40
1934,TS,20.8N,78.7W,40
1934,TS,21.9N,77.9W,35
1934,TS,23.0N,76.5W,35
1934,TS,24.1N,75.0W,35
1934,TS,25.2N,73.3W,35
1934,TS,26.1N,71.5W,35
1934,TS,27.0N,69.5W,35
1934,TS,27.8N,67.3W,35
1934,TD,28.7N,64.9W,30
1934,TD,29.7N,62.5W,30
1934,TS,22.7N,60.7W,35
1934,TS,22.9N,60.8W,35
1934,TS,23.1N,60.9W,35
1934,TS,23.3N,61.0W,40
1934,TS,23.5N,61.1W,40
1934,TS,23.7N,61.2W,45
1934,TS,24.0N,61.4W,45
1934,TS,24.4N,61.6W,50
1934,TS,24.8N,61.8W,55
1934,TS,25.2N,62.0W,60
1934,HU,25.5N,62.6W,65
1934,Category 1,25.7N,63.6W,75
1934,Category 1,26.0N,64.7W,85
1934,HU,26.3N,65.7W,95
1934,Category 2,26.6N,66.5W,100
1934,Category 2,27.0N,67.2W,100
1934,HU,27.4N,67.5W,95
1934,HU,27.9N,67.6W,95
1934,Category 1,28.6N,67.6W,90
1934,Category 1,29.5N,67.3W,85
1934,Category 1,30.4N,66.6W,80
1934,Category 1,31.0N,65.9W,75
1934,Category 1,31.3N,65.5W,75
1934,HU,31.0N,65.0W,70
1934,HU,29.5N,65.8W,70
1934,HU,28.0N,66.8W,65
1934,TS,26.7N,68.2W,60
1934,TS,25.5N,69.6W,60
1934,TS,24.0N,69.8W,55
1934,TS,22.5N,70.0W,50
1934,TS,21.9N,70.2W,50
1934,TS,21.4N,70.4W,45
1934,TS,20.9N,70.6W,45
1934,TS,20.3N,70.8W,40
1934,TD,19.7N,71.0W,30
1934,TD,19.3N,71.4W,25
1934,TD,18.9N,72.1W,25
1934,TD,18.5N,73.0W,25
1934,TD,17.9N,73.9W,25
1934,TD,17.3N,74.9W,20
1934,TD,16.8N,75.9W,20
1934,TD,16.3N,76.9W,20
1935,TD,17.0N,68.5W,30
1935,TD,17.5N,69.0W,30
1935,TD,18.2N,69.5W,30
1935,TD,19.2N,69.9W,30
1935,TD,20.3N,70.2W,30
1935,TD,21.5N,70.4W,30
1935,TS,22.5N,70.5W,35
1935,TS,23.2N,70.2W,35
1935,TS,23.8N,69.5W,40
1935,TS,24.4N,68.5W,40
1935,TS,25.0N,67.3W,45
1935,TS,25.6N,65.8W,50
1935,TS,26.3N,63.5W,50
1935,TS,27.3N,61.0W,45
1935,TS,28.5N,59.0W,40
1935,TS,29.7N,57.0W,35
1935,EX,31.0N,55.0W,30
1935,TD,10.9N,56.0W,25
1935,TD,11.5N,57.0W,25
1935,TD,12.2N,58.0W,25
1935,TD,13.1N,58.9W,25
1935,TD,14.0N,59.7W,25
1935,TD,15.0N,60.5W,25
1935,TD,16.1N,61.2W,30
1935,TS,17.3N,61.8W,35
1935,TS,18.5N,62.4W,40
1935,TS,19.5N,63.0W,45
1935,TS,20.3N,63.7W,55
1935,HU,20.9N,64.5W,65
1935,HU,21.4N,65.3W,70
1935,Category 1,21.8N,66.0W,75
1935,Category 1,22.2N,66.7W,80
1935,Category 1,22.5N,67.1W,85
1935,Category 1,22.8N,67.4W,90
1935,HU,23.2N,67.5W,95
1935,Category 2,23.9N,67.6W,100
1935,Category 2,24.9N,67.7W,105
1935,Category 3,26.2N,67.8W,115
1935,Category 3,27.3N,68.0W,115
1935,Category 3,28.1N,68.2W,115
1935,Category 3,28.7N,68.3W,115
1935,Category 3,29.1N,68.4W,110
1935,Category 3,29.4N,68.5W,110
1935,Category 3,30.0N,68.4W,110
1935,Category 3,30.8N,68.0W,110
1935,Category 2,31.7N,67.4W,105
1935,Category 2,32.8N,66.6W,100
1935,Category 2,34.0N,65.0W,100
1935,Category 2,35.2N,63.0W,100
1935,Category 2,36.1N,61.0W,100
1935,Category 2,37.3N,59.0W,100
1935,HU,39.7N,57.6W,95
1935,Category 1,42.6N,56.7W,85
1935,Category 1,45.2N,57.0W,75
1935,EX,47.3N,57.7W,70
1935,EX,48.4N,58.4W,60
1935,EX,48.9N,59.2W,50
1935,EX,49.3N,60.2W,40
1935,EX,49.7N,61.5W,35
1935,EX,49.9N,63.0W,30
1935,TD,23.3N,68.8W,25
1935,TD,23.5N,69.3W,25
1935,TD,23.8N,69.8W,25
1935,TD,24.1N,70.4W,30
1935,TD,24.2N,70.9W,30
1935,TD,24.2N,71.4W,30
1935,TD,24.1N,72.1W,30
1935,TS,24.1N,72.9W,35
1935,TS,24.0N,73.7W,35
1935,TS,23.9N,74.5W,40
1935,TS,23.8N,75.2W,45
1935,TS,23.7N,75.9W,50
1935,TS,23.7N,76.6W,55
1935,HU,23.7N,77.3W,65
1935,Category 1,23.7N,77.9W,75
1935,Category 1,23.7N,78.5W,90
1935,Category 2,23.7N,79.0W,105
1935,Category 3,23.8N,79.5W,120
1935,Category 4,24.1N,80.0W,135
1935,Category 5,24.6N,80.5W,160
1935,Category 5,24.8N,80.8W,160
1935,Category 5,25.1N,81.1W,160
1935,Category 4,25.7N,81.6W,145
1935,Category 4,26.4N,82.2W,130
1935,Category 3,27.1N,82.8W,115
1935,Category 2,27.8N,83.2W,105
1935,HU,28.4N,83.4W,95
1935,Category 1,29.1N,83.4W,85
1935,Category 1,29.6N,83.4W,85
1935,Category 1,29.9N,83.4W,75
1935,HU,30.9N,83.1W,65
1935,TS,32.0N,82.5W,55
1935,TS,33.2N,81.5W,50
1935,TS,34.6N,80.0W,45
1935,TS,36.1N,78.0W,50
1935,HU,37.5N,75.1W,65
1935,Category 1,38.7N,70.9W,75
1935,EX,39.8N,65.4W,80
1935,EX,40.9N,60.2W,80
1935,EX,42.0N,55.0W,80
1935,EX,43.1N,50.0W,75
1935,EX,44.2N,45.0W,75
1935,EX,45.5N,40.0W,75
1935,EX,46.9N,35.2W,75
1935,EX,48.5N,32.7W,75
1935,EX,50.2N,31.5W,70
1935,EX,52.0N,31.2W,70
1935,EX,54.0N,31.2W,70
1935,EX,55.5N,32.0W,65
1935,EX,56.5N,34.0W,60
1935,EX,56.8N,36.5W,55
1935,EX,57.0N,39.0W,50
1935,TD,20.5N,86.0W,25
1935,TD,20.5N,87.0W,25
1935,TD,20.5N,88.0W,25
1935,TD,20.5N,89.0W,25
1935,TD,20.4N,90.1W,25
1935,TD,20.3N,91.2W,30
1935,TS,20.1N,92.0W,35
1935,TS,19.8N,92.7W,40
1935,TS,19.3N,93.3W,45
1935,TS,19.0N,93.9W,50
1935,TS,18.8N,94.5W,50
1935,TS,18.7N,95.2W,50
1935,TS,18.6N,96.0W,35
1935,TD,18.5N,96.9W,30
1935,TD,18.4N,98.0W,25
1935,TD,14.8N,74.7W,25
1935,TD,14.6N,75.0W,25
1935,TD,14.4N,75.3W,30
1935,TS,14.2N,75.7W,35
1935,TS,14.1N,76.1W,40
1935,TS,14.1N,76.5W,45
1935,TS,14.1N,77.0W,50
1935,TS,14.2N,77.7W,55
1935,TS,14.3N,78.4W,60
1935,HU,14.5N,79.0W,65
1935,HU,14.7N,79.4W,70
1935,Category 1,14.9N,79.7W,75
1935,Category 1,15.1N,79.8W,80
1935,Category 1,15.3N,79.8W,85
1935,Category 1,15.7N,79.8W,90
1935,HU,16.2N,79.8W,95
1935,HU,16.7N,79.8W,95
1935,Category 2,17.2N,79.8W,100
1935,Category 2,18.0N,79.9W,100
1935,Category 2,19.2N,80.1W,105
1935,Category 2,21.4N,80.3W,105
1935,Category 2,22.7N,80.4W,100
1935,Category 2,24.0N,80.2W,105
1935,Category 3,25.2N,79.6W,120
1935,Category 3,26.0N,79.0W,120
1935,Category 3,26.7N,78.2W,115
1935,Category 3,27.7N,77.0W,110
1935,Category 2,28.8N,75.2W,105
1935,Category 2,30.1N,72.9W,100
1935,HU,31.4N,70.4W,95
1935,Category 1,32.7N,68.4W,90
1935,Category 1,34.3N,67.0W,90
1935,Category 1,36.5N,65.5W,90
1935,Category 1,38.8N,63.5W,85
1935,Category 1,40.7N,61.5W,85
1935,Category 1,43.0N,59.0W,75
1935,EX,45.8N,56.5W,65
1935,EX,48.7N,53.6W,60
1935,EX,49.9N,50.5W,55
